,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,tilename,username,cored,diffuse,CAA,10xfields,coords,prediction_model,cored annotation,diffuse annotation,CAA annotation,negative annotation,flag annotation,notsure annotation
98,98,98,98,98,377,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_27_27_14.jpg,NA (prediction),0.48591945,0.9800183000000001,3.1937725e-06,NA28UCDtemporalgyri _4G8/0/27/27.jpg,"[1216, 189, 256, 256]",UG1,0,1,0,0,0,0
99,99,99,99,99,1562,phase1/blobs/25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_10_24_2.jpg,UG1,1.0,1.0,0.0,phase1/10x_tiles/25-3_UTSW_temporal_6E10/0/10/24.jpg,[729  67 256 256],None (label),0,1,0,0,0,0
100,100,100,100,100,4577,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_14_4_49.jpg,NA (prediction),0.9034013000000001,0.9092041,6.000569600000001e-06,NA37UCDtemporalgyri _4G8/0/14/4.jpg,"[421, 74, 256, 256]",consensus_of_2,0,1,0,0,0,0
101,101,101,101,101,2447,phase1/blobs/cw17-3/cw17-3_2_22_44.jpg,consensus_of_2,0.0,0.0,2.0,phase1/10x_tiles/cw17-3/0/2/22.jpg,[ 214 1059  256  256],None (label),0,1,0,0,0,0
102,102,102,102,102,6159,cw15-12/cw15-12_28_38_0.jpg,NA (prediction),0.060327962,0.0045465394,0.9877401,cw15-12/0/28/38.jpg,"[835, 396, 256, 256]",consensus_of_2,0,0,1,0,0,0
103,103,103,103,103,2921,cw15-29/cw15-29_6_21_22.jpg,NA (prediction),0.0059813335999999995,0.23183505,0.9916259,cw15-29/0/6/21.jpg,"[0, 1016, 256, 256]",UG1,0,0,0,1,0,0
104,104,104,104,104,3307,phase1/blobs/cw18-33/cw18-33_9_18_4.jpg,consensus_of_2,4.0,1.0,0.0,phase1/10x_tiles/cw18-33/0/9/18.jpg,[1142   43  256  256],None (label),1,0,0,0,0,0
105,105,105,105,105,2927,phase1/blobs/NA46UCDtemporalgyri _4G8/NA46UCDtemporalgyri _4G8_26_21_4.jpg,UG1,1.0,0.0,0.0,phase1/10x_tiles/NA46UCDtemporalgyri _4G8/0/26/21.jpg,[  0 418 256 256],None (label),1,0,0,0,0,0
106,106,106,106,106,1472,phase1/blobs/NA35UCDtemporalgyri _4G8/NA35UCDtemporalgyri _4G8_18_17_4.jpg,UG1,0.0,0.0,1.0,phase1/10x_tiles/NA35UCDtemporalgyri _4G8/0/18/17.jpg,[142 429 256 256],None (label),0,0,1,0,0,0
107,107,107,107,107,1111,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_14_24_50.jpg,NA (prediction),0.5382404000000001,0.9887722,0.00026045049999999997,NA37UCDtemporalgyri _4G8/0/14/24.jpg,"[210, 1220, 256, 256]",UG1,1,1,0,0,0,0
108,108,108,108,108,5142,cw13-0/cw13-0_17_10_13.jpg,NA (prediction),0.0014199006,0.006466843000000001,0.8799374,cw13-0/0/17/10.jpg,"[325, 517, 256, 256]",consensus_of_2,0,0,0,1,0,0
109,109,109,109,109,1382,17-3_UTSW_temporal_6E10/17-3_UTSW_temporal_6E10_12_25_9.jpg,NA (prediction),0.1262039,0.9995096,0.021087283,17-3_UTSW_temporal_6E10/0/12/25.jpg,"[269, 68, 256, 256]",UG1,1,1,0,0,0,0
110,110,110,110,110,2156,cw13-0/cw13-0_12_18_12.jpg,NA (prediction),0.0051370175,0.0034014416999999996,0.8133613000000001,cw13-0/0/12/18.jpg,"[1035, 559, 256, 256]",UG1,0,0,0,1,0,0
111,111,111,111,111,897,NA23UCDtemporalgyri _4G8/NA23UCDtemporalgyri _4G8_5_11_11.jpg,NA (prediction),0.0007198145599999999,0.9996277,3.8106466e-06,NA23UCDtemporalgyri _4G8/0/5/11.jpg,"[385, 246, 256, 256]",UG1,0,1,0,0,0,0
112,112,112,112,112,4260,40-3_UTSW_temporal_6E10/40-3_UTSW_temporal_6E10_6_18_38.jpg,NA (prediction),0.02607913,0.99997497,0.00041374657,40-3_UTSW_temporal_6E10/0/6/18.jpg,"[976, 1175, 256, 256]",consensus_of_2,0,1,0,0,0,0
113,113,113,113,113,3677,phase1/blobs/cw15-31/cw15-31_23_36_5.jpg,consensus_of_2,0.0,5.0,0.0,phase1/10x_tiles/cw15-31/0/23/36.jpg,[931 708 256 256],None (label),1,0,0,0,0,0
114,114,114,114,114,927,phase1/blobs/44-3_UTSW_temporal_6E10/44-3_UTSW_temporal_6E10_11_24_52.jpg,consensus_of_2,0.0,5.0,0.0,phase1/10x_tiles/44-3_UTSW_temporal_6E10/0/11/24.jpg,[904 156 256 256],None (label),0,1,0,0,0,0
115,115,115,115,115,2880,cw18-48/cw18-48_19_30_3.jpg,NA (prediction),0.03224519,0.03465721,0.9550232,cw18-48/0/19/30.jpg,"[851, 505, 256, 256]",UG1,0,0,0,1,0,0
116,116,116,116,116,5875,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_16_15_2.jpg,NA (prediction),0.047955327,0.97549134,0.13295949,NA28UCDtemporalgyri _4G8/0/16/15.jpg,"[1161, 97, 256, 256]",consensus_of_2,0,1,0,0,0,0
117,117,117,117,117,900,phase1/blobs/25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_13_2_31.jpg,consensus_of_2,0.0,5.0,0.0,phase1/10x_tiles/25-3_UTSW_temporal_6E10/0/13/2.jpg,[615 724 256 256],None (label),0,1,0,0,0,0
118,118,118,118,118,833,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_8_21_24.jpg,NA (prediction),0.9188031999999999,0.99420565,0.00023072132999999998,NA37UCDtemporalgyri _4G8/0/8/21.jpg,"[30, 582, 256, 256]",UG1,0,1,0,0,0,0
119,119,119,119,119,4795,17-3_UTSW_temporal_6E10/17-3_UTSW_temporal_6E10_9_25_41.jpg,NA (prediction),0.98555,0.9260712,5.9259287000000015e-06,17-3_UTSW_temporal_6E10/0/9/25.jpg,"[304, 531, 256, 256]",consensus_of_2,0,1,0,0,0,0
120,120,120,120,120,3798,phase1/blobs/cw17-3/cw17-3_5_4_0.jpg,consensus_of_2,0.0,0.0,4.0,phase1/10x_tiles/cw17-3/0/5/4.jpg,[1166   25  256  256],None (label),0,0,1,0,0,0
121,121,121,121,121,5208,NA15UCDtemporalgyri _4G8/NA15UCDtemporalgyri _4G8_7_12_9.jpg,NA (prediction),0.0002784132,0.062377233,0.9832987,NA15UCDtemporalgyri _4G8/0/7/12.jpg,"[843, 756, 256, 256]",consensus_of_2,0,1,0,0,0,0
122,122,122,122,122,3593,phase1/blobs/44-3_UTSW_temporal_6E10/44-3_UTSW_temporal_6E10_15_14_56.jpg,consensus_of_2,0.0,5.0,0.0,phase1/10x_tiles/44-3_UTSW_temporal_6E10/0/15/14.jpg,[ 186 1107  256  256],None (label),0,1,0,0,0,0
123,123,123,123,123,3951,8-3_UTSW_temporal_6E10/8-3_UTSW_temporal_6E10_5_30_3.jpg,NA (prediction),0.9968130999999999,0.9364469999999999,6.9798916e-05,8-3_UTSW_temporal_6E10/0/5/30.jpg,"[0, 0, 256, 256]",consensus_of_2,0,1,0,0,0,0
124,124,124,124,124,6238,cw18-48/cw18-48_28_28_48.jpg,NA (prediction),0.12851736,0.43634579999999995,0.51402897,cw18-48/0/28/28.jpg,"[1173, 816, 256, 256]",consensus_of_2,0,0,0,1,0,0
125,125,125,125,125,1990,cw15-12/cw15-12_28_37_114.jpg,NA (prediction),0.021967107000000003,0.007749528,0.96668243,cw15-12/0/28/37.jpg,"[1280, 1280, 256, 256]",UG1,0,0,1,1,0,0
126,126,126,126,126,17,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_15_24_37.jpg,NA (prediction),0.85251045,0.952867,0.0008347088,NA37UCDtemporalgyri _4G8/0/15/24.jpg,"[434, 1088, 256, 256]",UG1,1,1,0,0,0,0
127,127,127,127,127,2391,phase1/blobs/NA49UCDtemporalgyri _4G8/NA49UCDtemporalgyri _4G8_22_32_2.jpg,consensus_of_2,0.0,4.0,0.0,phase1/10x_tiles/NA49UCDtemporalgyri _4G8/0/22/32.jpg,[243   0 256 256],None (label),0,1,0,0,0,0
128,128,128,128,128,5192,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_17_4_21.jpg,NA (prediction),0.00072492,0.00043384852999999997,0.9982926,NA28UCDtemporalgyri _4G8/0/17/4.jpg,"[773, 548, 256, 256]",consensus_of_2,0,0,1,0,0,0
129,129,129,129,129,3317,17-3_UTSW_temporal_6E10/17-3_UTSW_temporal_6E10_9_12_31.jpg,NA (prediction),0.049992952,0.99970007,1.0806042999999999e-05,17-3_UTSW_temporal_6E10/0/9/12.jpg,"[845, 1112, 256, 256]",consensus_of_2,0,1,0,0,0,0
130,130,130,130,130,2753,phase1/blobs/NA49UCDtemporalgyri _4G8/NA49UCDtemporalgyri _4G8_16_13_10.jpg,UG1,0.0,0.0,1.0,phase1/10x_tiles/NA49UCDtemporalgyri _4G8/0/16/13.jpg,[369 266 256 256],None (label),0,0,1,0,0,0
131,131,131,131,131,187,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_27_27_30.jpg,NA (prediction),0.89594275,0.9835278000000001,1.4429945e-05,NA28UCDtemporalgyri _4G8/0/27/27.jpg,"[829, 699, 256, 256]",UG1,0,1,0,0,0,0
132,132,132,132,132,2113,cw15-12/cw15-12_5_29_23.jpg,NA (prediction),0.021605905,0.014044123,0.9129749,cw15-12/0/5/29.jpg,"[1157, 193, 256, 256]",UG1,0,0,0,1,0,0
133,133,133,133,133,2306,cw13-0/cw13-0_17_19_5.jpg,NA (prediction),0.009070115,0.0011808506,0.97044295,cw13-0/0/17/19.jpg,"[1039, 1154, 256, 256]",UG1,0,0,0,1,0,0
134,134,134,134,134,2523,cw18-48/cw18-48_6_23_33.jpg,NA (prediction),0.10118384,0.018476883,0.7774793999999999,cw18-48/0/6/23.jpg,"[0, 927, 256, 256]",UG1,0,0,0,1,0,0
135,135,135,135,135,3095,phase1/blobs/cw17-32/cw17-32_2_13_60.jpg,UG1,0.0,1.0,0.0,phase1/10x_tiles/cw17-32/0/2/13.jpg,[   0 1280  256  256],None (label),0,1,0,0,0,0
136,136,136,136,136,3361,8-3_UTSW_temporal_6E10/8-3_UTSW_temporal_6E10_10_13_6.jpg,NA (prediction),0.98325586,0.71789575,4.218188e-06,8-3_UTSW_temporal_6E10/0/10/13.jpg,"[657, 213, 256, 256]",consensus_of_2,1,0,0,0,0,0
137,137,137,137,137,135,phase1/blobs/cw18-2/cw18-2_11_3_1.jpg,UG1,0.0,0.0,1.0,phase1/10x_tiles/cw18-2/0/11/3.jpg,[  38 1191  256  256],None (label),0,0,1,0,0,0
138,138,138,138,138,5601,NA27UCDtemporalgyri _4G8/NA27UCDtemporalgyri _4G8_23_19_30.jpg,NA (prediction),0.11598889999999999,0.9053318000000001,0.5944212,NA27UCDtemporalgyri _4G8/0/23/19.jpg,"[521, 710, 256, 256]",consensus_of_2,0,1,0,0,0,0
139,139,139,139,139,3543,NA15UCDtemporalgyri _4G8/NA15UCDtemporalgyri _4G8_18_8_4.jpg,NA (prediction),0.9331501,0.77310014,0.004928517,NA15UCDtemporalgyri _4G8/0/18/8.jpg,"[503, 0, 256, 256]",consensus_of_2,0,1,0,0,0,0
140,140,140,140,140,992,40-3_UTSW_temporal_6E10/40-3_UTSW_temporal_6E10_13_28_23.jpg,NA (prediction),0.9157731,0.6224035,0.00065241876,40-3_UTSW_temporal_6E10/0/13/28.jpg,"[635, 576, 256, 256]",UG1,1,1,0,0,0,0
141,141,141,141,141,3027,phase1/blobs/NA16UCDtemporalgyri _4G8/NA16UCDtemporalgyri _4G8_12_14_8.jpg,UG1,1.0,0.0,0.0,phase1/10x_tiles/NA16UCDtemporalgyri _4G8/0/12/14.jpg,[1201 1280  256  256],None (label),1,0,0,0,0,0
142,142,142,142,142,6384,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_7_25_8.jpg,NA (prediction),0.0008969186999999998,0.3553194000000001,0.09194641,NA28UCDtemporalgyri _4G8/0/7/25.jpg,"[1171, 165, 256, 256]",consensus_of_2,0,1,0,0,0,0
143,143,143,143,143,5341,NA7UCDtemporalgyri _4G8/NA7UCDtemporalgyri _4G8_6_19_2.jpg,NA (prediction),2.1440871e-06,0.014451968,0.99838126,NA7UCDtemporalgyri _4G8/0/6/19.jpg,"[1141, 407, 256, 256]",consensus_of_2,0,1,0,0,0,0
144,144,144,144,144,1669,phase1/blobs/cw18-10/cw18-10_8_18_29.jpg,UG1,1.0,0.0,0.0,phase1/10x_tiles/cw18-10/0/8/18.jpg,[1131 1046  256  256],None (label),1,0,0,0,0,0
145,145,145,145,145,5403,cw15-12/cw15-12_28_40_51.jpg,NA (prediction),0.002540357,4.9491549999999995e-05,0.9962344999999999,cw15-12/0/28/40.jpg,"[196, 120, 256, 256]",consensus_of_2,0,0,1,0,0,0
146,146,146,146,146,1606,phase1/blobs/NA16UCDtemporalgyri _4G8/NA16UCDtemporalgyri _4G8_18_16_4.jpg,UG1,1.0,0.0,0.0,phase1/10x_tiles/NA16UCDtemporalgyri _4G8/0/18/16.jpg,[1179 1116  256  256],None (label),1,0,0,0,0,0
147,147,147,147,147,5000,NA23UCDtemporalgyri _4G8/NA23UCDtemporalgyri _4G8_6_28_19.jpg,NA (prediction),0.002863739,0.0006707592,0.92113954,NA23UCDtemporalgyri _4G8/0/6/28.jpg,"[621, 0, 256, 256]",consensus_of_2,0,1,1,0,0,0
148,148,148,148,148,1350,phase1/blobs/47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_24_15_1.jpg,UG1,0.0,0.0,1.0,phase1/10x_tiles/47-3_UTSW_temporal_6E10/0/24/15.jpg,[446 210 256 256],None (label),0,0,1,0,0,0
149,149,149,149,149,1470,phase1/blobs/13-3_UTSW_temporal_6E10/13-3_UTSW_temporal_6E10_17_5_66.jpg,UG1,0.0,1.0,1.0,phase1/10x_tiles/13-3_UTSW_temporal_6E10/0/17/5.jpg,[  38 1280  256  256],None (label),0,1,1,0,1,0
150,150,150,150,150,668,phase1/blobs/NA19UCDtemporalgyri _4G8/NA19UCDtemporalgyri _4G8_10_5_27.jpg,consensus_of_2,2.0,2.0,0.0,phase1/10x_tiles/NA19UCDtemporalgyri _4G8/0/10/5.jpg,[ 366 1280  256  256],None (label),0,1,0,0,0,0
151,151,151,151,151,1130,17-3_UTSW_temporal_6E10/17-3_UTSW_temporal_6E10_9_14_55.jpg,NA (prediction),0.99441683,0.05048157,0.0006079341999999999,17-3_UTSW_temporal_6E10/0/9/14.jpg,"[1280, 659, 256, 256]",UG1,1,0,0,0,0,0
152,152,152,152,152,2500,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_8_26_7.jpg,NA (prediction),5.9638704e-05,0.5951203,0.99999833,NA28UCDtemporalgyri _4G8/0/8/26.jpg,"[0, 189, 256, 256]",UG1,0,0,0,0,1,1
153,153,153,153,153,710,phase1/blobs/cw17-32/cw17-32_17_23_17.jpg,consensus_of_2,4.0,1.0,0.0,phase1/10x_tiles/cw17-32/0/17/23.jpg,[1275 1280  256  256],None (label),1,0,0,0,0,0
154,154,154,154,154,4363,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_7_10_57.jpg,NA (prediction),0.8193289,0.97588354,4.7190566e-05,NA37UCDtemporalgyri _4G8/0/7/10.jpg,"[580, 539, 256, 256]",consensus_of_2,0,1,0,0,0,0
155,155,155,155,155,6188,NA15UCDtemporalgyri _4G8/NA15UCDtemporalgyri _4G8_0_23_2.jpg,NA (prediction),0.0026486117999999998,0.86571556,0.86032665,NA15UCDtemporalgyri _4G8/0/0/23.jpg,"[788, 733, 256, 256]",consensus_of_2,0,0,1,0,0,0
156,156,156,156,156,310,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_17_15_38.jpg,NA (prediction),0.29160783,0.9975775,0.0015929117,NA28UCDtemporalgyri _4G8/0/17/15.jpg,"[1129, 927, 256, 256]",UG1,0,1,0,0,0,0
157,157,157,157,157,1886,phase1/blobs/47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_24_20_11.jpg,UG1,0.0,1.0,0.0,phase1/10x_tiles/47-3_UTSW_temporal_6E10/0/24/20.jpg,[ 942 1136  256  256],None (label),1,0,0,0,0,0
158,158,158,158,158,1103,NA27UCDtemporalgyri _4G8/NA27UCDtemporalgyri _4G8_18_24_26.jpg,NA (prediction),0.99890125,0.96958655,0.026367567,NA27UCDtemporalgyri _4G8/0/18/24.jpg,"[519, 810, 256, 256]",UG1,1,1,0,0,0,0
159,159,159,159,159,1509,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_5_29_14.jpg,NA (prediction),0.10844433,0.9918399,0.00032820858,NA28UCDtemporalgyri _4G8/0/5/29.jpg,"[1179, 540, 256, 256]",UG1,0,1,0,0,0,0
160,160,160,160,160,2161,cw13-0/cw13-0_12_18_54.jpg,NA (prediction),0.036803175,0.023301287,0.36885118,cw13-0/0/12/18.jpg,"[1109, 605, 256, 256]",UG1,0,0,0,1,0,0
161,161,161,161,161,5451,NA23UCDtemporalgyri _4G8/NA23UCDtemporalgyri _4G8_7_29_24.jpg,NA (prediction),3.017538e-05,0.029917235,0.9996871999999999,NA23UCDtemporalgyri _4G8/0/7/29.jpg,"[853, 867, 256, 256]",consensus_of_2,0,0,1,0,0,0
162,162,162,162,162,3960,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_15_6_34.jpg,NA (prediction),0.09032471,0.9992040999999999,0.0035009857,NA28UCDtemporalgyri _4G8/0/15/6.jpg,"[710, 1091, 256, 256]",consensus_of_2,0,1,0,0,0,0
163,163,163,163,163,1746,phase1/blobs/44-3_UTSW_temporal_6E10/44-3_UTSW_temporal_6E10_7_12_40.jpg,UG1,0.0,1.0,0.0,phase1/10x_tiles/44-3_UTSW_temporal_6E10/0/7/12.jpg,[1280  420  256  256],None (label),0,1,0,0,0,0
164,164,164,164,164,3909,NA23UCDtemporalgyri _4G8/NA23UCDtemporalgyri _4G8_5_12_58.jpg,NA (prediction),0.99999964,0.0039126584,1.5093505e-09,NA23UCDtemporalgyri _4G8/0/5/12.jpg,"[201, 1230, 256, 256]",consensus_of_2,0,1,0,0,0,0
165,165,165,165,165,2534,cw16-36/cw16-36_12_29_9.jpg,NA (prediction),0.0014307934,0.00051108544,0.96908665,cw16-36/0/12/29.jpg,"[615, 217, 256, 256]",UG1,0,0,0,1,0,0
166,166,166,166,166,884,40-3_UTSW_temporal_6E10/40-3_UTSW_temporal_6E10_12_16_3.jpg,NA (prediction),0.98769814,0.04104279,0.0006769293700000001,40-3_UTSW_temporal_6E10/0/12/16.jpg,"[593, 151, 256, 256]",UG1,1,0,0,0,0,0
167,167,167,167,167,2482,cw15-29/cw15-29_17_16_17.jpg,NA (prediction),0.045728724000000005,0.043171503,0.9077685999999999,cw15-29/0/17/16.jpg,"[1280, 1183, 256, 256]",UG1,0,1,0,0,0,0
168,168,168,168,168,2109,phase1/blobs/44-3_UTSW_temporal_6E10/44-3_UTSW_temporal_6E10_10_15_5.jpg,consensus_of_2,2.0,3.0,0.0,phase1/10x_tiles/44-3_UTSW_temporal_6E10/0/10/15.jpg,[  0 886 256 256],None (label),0,1,0,0,0,0
169,169,169,169,169,2627,cw13-0/cw13-0_11_14_4.jpg,NA (prediction),0.02381488,4.5096e-05,0.85584086,cw13-0/0/11/14.jpg,"[901, 0, 256, 256]",UG1,0,0,0,1,0,0
170,170,170,170,170,4506,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_23_17_24.jpg,NA (prediction),0.22489233,0.99954444,0.0017792365,NA28UCDtemporalgyri _4G8/0/23/17.jpg,"[760, 460, 256, 256]",consensus_of_2,0,1,0,0,0,0
171,171,171,171,171,487,phase1/blobs/44-3_UTSW_temporal_6E10/44-3_UTSW_temporal_6E10_16_16_2.jpg,UG1,0.0,1.0,0.0,phase1/10x_tiles/44-3_UTSW_temporal_6E10/0/16/16.jpg,[1224  150  256  256],None (label),0,1,0,0,0,0
172,172,172,172,172,3007,phase1/blobs/NA21UCDtemporalgyri _4G8/NA21UCDtemporalgyri _4G8_13_7_54.jpg,UG1,1.0,0.0,0.0,phase1/10x_tiles/NA21UCDtemporalgyri _4G8/0/13/7.jpg,[1267  494  256  256],None (label),1,0,0,0,0,0
173,173,173,173,173,4926,8-3_UTSW_temporal_6E10/8-3_UTSW_temporal_6E10_6_20_23.jpg,NA (prediction),0.00010773721000000003,0.011394755,0.9999993,8-3_UTSW_temporal_6E10/0/6/20.jpg,"[1099, 1193, 256, 256]",consensus_of_2,0,0,1,0,0,0
174,174,174,174,174,450,phase1/blobs/14-3_UTSW_temporal_6E10/14-3_UTSW_temporal_6E10_11_25_11.jpg,UG1,0.0,1.0,0.0,phase1/10x_tiles/14-3_UTSW_temporal_6E10/0/11/25.jpg,[1080 1019  256  256],None (label),0,1,0,0,0,0
175,175,175,175,175,2245,phase1/blobs/25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_13_2_31.jpg,consensus_of_2,0.0,5.0,0.0,phase1/10x_tiles/25-3_UTSW_temporal_6E10/0/13/2.jpg,[615 724 256 256],None (label),0,1,0,0,0,0
176,176,176,176,176,4369,8-3_UTSW_temporal_6E10/8-3_UTSW_temporal_6E10_15_32_23.jpg,NA (prediction),0.99917895,0.8965581,3.2680662e-05,8-3_UTSW_temporal_6E10/0/15/32.jpg,"[0, 538, 256, 256]",consensus_of_2,0,1,0,0,0,0
177,177,177,177,177,1405,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_5_27_15.jpg,NA (prediction),0.1322857,0.96262,0.0007499700999999999,NA37UCDtemporalgyri _4G8/0/5/27.jpg,"[622, 649, 256, 256]",UG1,0,1,0,0,0,0
178,178,178,178,178,346,phase1/blobs/cw18-10/cw18-10_17_18_3.jpg,UG1,1.0,0.0,0.0,phase1/10x_tiles/cw18-10/0/17/18.jpg,[531 968 256 256],None (label),1,0,0,0,1,0
179,179,179,179,179,5592,cw15-29/cw15-29_3_31_76.jpg,NA (prediction),0.046209887000000005,0.48039702,0.1507654,cw15-29/0/3/31.jpg,"[288, 736, 256, 256]",consensus_of_2,0,0,0,1,0,0
180,180,180,180,180,1905,phase1/blobs/NA16UCDtemporalgyri _4G8/NA16UCDtemporalgyri _4G8_11_1_3.jpg,UG1,0.0,1.0,0.0,phase1/10x_tiles/NA16UCDtemporalgyri _4G8/0/11/1.jpg,[178 481 256 256],None (label),1,0,0,0,0,0
181,181,181,181,181,844,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_15_25_37.jpg,NA (prediction),0.9325950999999999,0.99913174,0.00028211474999999996,NA37UCDtemporalgyri _4G8/0/15/25.jpg,"[20, 1264, 256, 256]",UG1,0,1,0,0,0,0
182,182,182,182,182,3015,phase1/blobs/NA6UCDtemporalgyri _4G8/NA6UCDtemporalgyri _4G8_10_23_23.jpg,UG1,1.0,0.0,0.0,phase1/10x_tiles/NA6UCDtemporalgyri _4G8/0/10/23.jpg,[799 701 256 256],None (label),1,0,0,0,0,0
183,183,183,183,183,2618,NA27UCDtemporalgyri _4G8/NA27UCDtemporalgyri _4G8_23_22_28.jpg,NA (prediction),0.06816414,0.99731725,9.569931e-05,NA27UCDtemporalgyri _4G8/0/23/22.jpg,"[919, 1033, 256, 256]",UG1,0,1,0,0,0,0
184,184,184,184,184,3542,phase1/blobs/cw17-32/cw17-32_13_28_42.jpg,consensus_of_2,1.0,4.0,0.0,phase1/10x_tiles/cw17-32/0/13/28.jpg,[944 972 256 256],None (label),0,1,0,0,0,0
185,185,185,185,185,3185,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_9_29_7.jpg,NA (prediction),0.97346956,0.88514674,0.0008108562299999999,NA28UCDtemporalgyri _4G8/0/9/29.jpg,"[0, 781, 256, 256]",consensus_of_2,0,1,0,0,0,0
186,186,186,186,186,733,phase1/blobs/cw17-34/cw17-34_6_7_27.jpg,consensus_of_2,4.0,2.0,0.0,phase1/10x_tiles/cw17-34/0/6/7.jpg,[ 371 1118  256  256],None (label),0,1,0,0,0,0
187,187,187,187,187,2407,phase1/blobs/cw17-32/cw17-32_28_8_34.jpg,consensus_of_2,0.0,5.0,0.0,phase1/10x_tiles/cw17-32/0/28/8.jpg,[1178  673  256  256],None (label),1,0,0,0,0,0
188,188,188,188,188,246,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_14_16_43.jpg,NA (prediction),0.96441436,0.19450259,5.1752299999999996e-05,NA28UCDtemporalgyri _4G8/0/14/16.jpg,"[0, 927, 256, 256]",UG1,1,0,0,1,0,0
189,189,189,189,189,4406,8-3_UTSW_temporal_6E10/8-3_UTSW_temporal_6E10_13_33_22.jpg,NA (prediction),0.97715956,0.9443388,5.0614162000000015e-06,8-3_UTSW_temporal_6E10/0/13/33.jpg,"[1280, 851, 256, 256]",consensus_of_2,1,1,0,0,0,0
190,190,190,190,190,2157,phase1/blobs/47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_6_32_2.jpg,consensus_of_2,2.0,3.0,0.0,phase1/10x_tiles/47-3_UTSW_temporal_6E10/0/6/32.jpg,[508  19 256 256],None (label),0,1,0,0,0,0
191,191,191,191,191,3,phase1/blobs/24-3_UTSW_temporal_6E10/24-3_UTSW_temporal_6E10_12_19_5.jpg,UG1,0.0,0.0,1.0,phase1/10x_tiles/24-3_UTSW_temporal_6E10/0/12/19.jpg,[661 138 256 256],None (label),0,1,0,0,0,0
192,192,192,192,192,1858,17-3_UTSW_temporal_6E10/17-3_UTSW_temporal_6E10_12_24_19.jpg,NA (prediction),0.7342536,0.98893785,0.00024300405,17-3_UTSW_temporal_6E10/0/12/24.jpg,"[1131, 436, 256, 256]",UG1,1,1,0,0,0,0
193,193,193,193,193,2388,phase1/blobs/20-3_UTSW_temporal_6E10/20-3_UTSW_temporal_6E10_15_11_9.jpg,consensus_of_2,0.0,4.0,0.0,phase1/10x_tiles/20-3_UTSW_temporal_6E10/0/15/11.jpg,[ 570 1218  256  256],None (label),0,1,0,0,0,0
194,194,194,194,194,2692,NA23UCDtemporalgyri _4G8/NA23UCDtemporalgyri _4G8_18_33_7.jpg,NA (prediction),9.574932500000001e-05,0.58997905,0.99881434,NA23UCDtemporalgyri _4G8/0/18/33.jpg,"[1117, 407, 256, 256]",UG1,0,0,1,1,0,0
195,195,195,195,195,1151,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_19_10_9.jpg,NA (prediction),0.96406466,0.0975294,0.0014580395000000001,NA28UCDtemporalgyri _4G8/0/19/10.jpg,"[549, 400, 256, 256]",UG1,1,0,0,0,0,0
196,196,196,196,196,2782,cw15-29/cw15-29_12_28_12.jpg,NA (prediction),0.000604457,0.0010990106,0.9999683000000001,cw15-29/0/12/28.jpg,"[370, 1263, 256, 256]",UG1,0,0,0,1,0,0
197,197,197,197,197,4753,NA15UCDtemporalgyri _4G8/NA15UCDtemporalgyri _4G8_2_28_6.jpg,NA (prediction),0.9954963,0.27616766,2.6239572000000004e-06,NA15UCDtemporalgyri _4G8/0/2/28.jpg,"[527, 1280, 256, 256]",consensus_of_2,0,1,0,0,0,0
