,tilename,username,cored,diffuse,CAA,10xfields,coords,rot,prediction_model,cored annotation,diffuse annotation,CAA annotation,negative annotation,flag annotation,notsure annotation
100,phase1/blobs/NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_14_4_49.jpg,NA (prediction),0.9034013,0.9092041,6.000569600000001e-06,phase1/10x_tiles/NA37UCDtemporalgyri _4G8/0/14/4.jpg,[421 74 256 256],0,consensus_of_2,0,1,0,0,0,0
101,phase1/blobs/cw17-3/cw17-3_2_22_44.jpg,consensus_of_2,0.0,0.0,2.0,phase1/10x_tiles/cw17-3/0/2/22.jpg,[ 214 1059  256  256],0,None (label),0,0,0,1,0,0
102,phase1/blobs/cw15-12/cw15-12_28_38_0.jpg,NA (prediction),0.060327962,0.0045465394,0.9877401,phase1/10x_tiles/cw15-12/0/28/38.jpg,[835 396 256 256],0,consensus_of_2,0,0,0,1,0,0
103,phase1/blobs/cw13-0/cw13-0_23_14_10.jpg,NA (prediction),0.00012004647,0.00016461387,0.8674591,phase1/10x_tiles/cw13-0/0/23/14.jpg,[1071 733 256 256],0,NP4,0,0,0,1,0,0
104,phase1/blobs/cw18-33/cw18-33_9_18_4.jpg,consensus_of_2,4.0,1.0,0.0,phase1/10x_tiles/cw18-33/0/9/18.jpg,[1142   43  256  256],0,None (label),0,1,0,0,0,0
105,phase1/blobs/NA22UCDtemporalgyri _4G8/NA22UCDtemporalgyri _4G8_1_20_14.jpg,NP4,1.0,0.0,0.0,phase1/10x_tiles/NA22UCDtemporalgyri _4G8/0/1/20.jpg,[590 439 256 256],0,None (label),1,0,0,0,0,0
106,phase1/blobs/NA16UCDtemporalgyri _4G8/NA16UCDtemporalgyri _4G8_21_12_11.jpg,NP4,1.0,0.0,0.0,phase1/10x_tiles/NA16UCDtemporalgyri _4G8/0/21/12.jpg,[  0 306 256 256],270,None (label),1,0,0,0,0,0
107,phase1/blobs/NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_18_36_1.jpg,NA (prediction),0.058718707,0.9860242,0.0014838984,phase1/10x_tiles/NA28UCDtemporalgyri _4G8/0/18/36.jpg,[426 122 256 256],0,NP4,0,1,0,0,0,0
108,phase1/blobs/cw13-0/cw13-0_17_10_13.jpg,NA (prediction),0.0014199006,0.006466843000000001,0.8799374,phase1/10x_tiles/cw13-0/0/17/10.jpg,[325 517 256 256],0,consensus_of_2,0,0,0,1,0,0
109,phase1/blobs/NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_13_29_64.jpg,NA (prediction),0.1952477,0.92248094,1.9001833e-08,phase1/10x_tiles/NA28UCDtemporalgyri _4G8/0/13/29.jpg,[0 547 256 256],0,NP4,0,1,0,0,1,0
110,phase1/blobs/8-3_UTSW_temporal_6E10/8-3_UTSW_temporal_6E10_7_25_33.jpg,NA (prediction),0.00026915257000000004,0.9908839,0.9515676,phase1/10x_tiles/8-3_UTSW_temporal_6E10/0/7/25.jpg,[413 967 256 256],0,NP4,0,0,1,0,0,0
111,phase1/blobs/NA15UCDtemporalgyri _4G8/NA15UCDtemporalgyri _4G8_11_21_26.jpg,NA (prediction),0.16778664,0.7886651,3.7361153e-06,phase1/10x_tiles/NA15UCDtemporalgyri _4G8/0/11/21.jpg,[222 375 256 256],0,NP4,0,1,0,0,0,0
112,phase1/blobs/40-3_UTSW_temporal_6E10/40-3_UTSW_temporal_6E10_6_18_38.jpg,NA (prediction),0.02607913,0.99997497,0.00041374657,phase1/10x_tiles/40-3_UTSW_temporal_6E10/0/6/18.jpg,[976 1175 256 256],0,consensus_of_2,0,1,0,0,0,0
113,phase1/blobs/cw15-31/cw15-31_23_36_5.jpg,consensus_of_2,0.0,5.0,0.0,phase1/10x_tiles/cw15-31/0/23/36.jpg,[931 708 256 256],180,None (label),0,1,0,0,0,0
114,phase1/blobs/44-3_UTSW_temporal_6E10/44-3_UTSW_temporal_6E10_11_24_52.jpg,consensus_of_2,0.0,5.0,0.0,phase1/10x_tiles/44-3_UTSW_temporal_6E10/0/11/24.jpg,[904 156 256 256],180,None (label),0,1,0,0,0,0
115,phase1/blobs/8-3_UTSW_temporal_6E10/8-3_UTSW_temporal_6E10_15_37_11.jpg,NA (prediction),3.526408e-06,0.99780136,0.91782725,phase1/10x_tiles/8-3_UTSW_temporal_6E10/0/15/37.jpg,[547 477 256 256],0,NP4,0,1,0,0,0,0
116,phase1/blobs/NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_16_15_2.jpg,NA (prediction),0.047955327,0.97549134,0.13295949,phase1/10x_tiles/NA28UCDtemporalgyri _4G8/0/16/15.jpg,[1161 97 256 256],0,consensus_of_2,0,1,0,0,0,0
117,phase1/blobs/25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_13_2_31.jpg,consensus_of_2,0.0,5.0,0.0,phase1/10x_tiles/25-3_UTSW_temporal_6E10/0/13/2.jpg,[615 724 256 256],90,None (label),0,1,0,0,0,0
118,phase1/blobs/17-3_UTSW_temporal_6E10/17-3_UTSW_temporal_6E10_17_10_9.jpg,NA (prediction),0.040165864,0.99858046,0.0014682085,phase1/10x_tiles/17-3_UTSW_temporal_6E10/0/17/10.jpg,[0 80 256 256],0,NP4,0,1,0,0,0,0
119,phase1/blobs/17-3_UTSW_temporal_6E10/17-3_UTSW_temporal_6E10_9_25_41.jpg,NA (prediction),0.98555,0.9260712,5.9259287000000015e-06,phase1/10x_tiles/17-3_UTSW_temporal_6E10/0/9/25.jpg,[304 531 256 256],0,consensus_of_2,0,1,0,0,0,0
120,phase1/blobs/cw17-3/cw17-3_5_4_0.jpg,consensus_of_2,0.0,0.0,4.0,phase1/10x_tiles/cw17-3/0/5/4.jpg,[1166   25  256  256],270,None (label),0,0,1,0,1,0
121,phase1/blobs/NA15UCDtemporalgyri _4G8/NA15UCDtemporalgyri _4G8_7_12_9.jpg,NA (prediction),0.0002784132,0.062377233,0.9832987,phase1/10x_tiles/NA15UCDtemporalgyri _4G8/0/7/12.jpg,[843 756 256 256],0,consensus_of_2,0,0,0,1,0,0
122,phase1/blobs/44-3_UTSW_temporal_6E10/44-3_UTSW_temporal_6E10_15_14_56.jpg,consensus_of_2,0.0,5.0,0.0,phase1/10x_tiles/44-3_UTSW_temporal_6E10/0/15/14.jpg,[ 186 1107  256  256],180,None (label),0,1,0,0,1,0
123,phase1/blobs/8-3_UTSW_temporal_6E10/8-3_UTSW_temporal_6E10_5_30_3.jpg,NA (prediction),0.9968131,0.936447,6.9798916e-05,phase1/10x_tiles/8-3_UTSW_temporal_6E10/0/5/30.jpg,[0 0 256 256],0,consensus_of_2,0,1,0,0,0,0
124,phase1/blobs/cw18-48/cw18-48_28_28_48.jpg,NA (prediction),0.12851736,0.4363458,0.51402897,phase1/10x_tiles/cw18-48/0/28/28.jpg,[1173 816 256 256],0,consensus_of_2,0,0,0,1,0,0
125,phase1/blobs/cw13-0/cw13-0_23_41_42.jpg,NA (prediction),0.003824998,0.005419742,0.86945367,phase1/10x_tiles/cw13-0/0/23/41.jpg,[0 56 256 256],0,NP4,0,0,0,1,0,0
126,phase1/blobs/17-3_UTSW_temporal_6E10/17-3_UTSW_temporal_6E10_3_11_25.jpg,NA (prediction),0.76029843,0.99604744,4.2948388e-05,phase1/10x_tiles/17-3_UTSW_temporal_6E10/0/3/11.jpg,[274 1250 256 256],0,NP4,0,1,0,0,1,0
127,phase1/blobs/NA49UCDtemporalgyri _4G8/NA49UCDtemporalgyri _4G8_22_32_2.jpg,consensus_of_2,0.0,4.0,0.0,phase1/10x_tiles/NA49UCDtemporalgyri _4G8/0/22/32.jpg,[243   0 256 256],0,None (label),0,1,0,0,0,0
128,phase1/blobs/NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_17_4_21.jpg,NA (prediction),0.00072492,0.00043384853,0.9982926,phase1/10x_tiles/NA28UCDtemporalgyri _4G8/0/17/4.jpg,[773 548 256 256],0,consensus_of_2,0,0,0,1,0,1
129,phase1/blobs/17-3_UTSW_temporal_6E10/17-3_UTSW_temporal_6E10_9_12_31.jpg,NA (prediction),0.049992952,0.99970007,1.0806043e-05,phase1/10x_tiles/17-3_UTSW_temporal_6E10/0/9/12.jpg,[845 1112 256 256],0,consensus_of_2,0,1,0,0,1,0
130,phase1/blobs/cw18-2/cw18-2_10_3_10.jpg,NP4,0.0,0.0,1.0,phase1/10x_tiles/cw18-2/0/10/3.jpg,[   0 1062  256  256],270,None (label),0,0,1,0,0,0
131,phase1/blobs/40-3_UTSW_temporal_6E10/40-3_UTSW_temporal_6E10_12_27_29.jpg,NA (prediction),0.9624374,0.9194153,1.0020571e-05,phase1/10x_tiles/40-3_UTSW_temporal_6E10/0/12/27.jpg,[450 1280 256 256],0,NP4,0,1,0,0,1,0
132,phase1/blobs/cw13-0/cw13-0_0_35_15.jpg,NA (prediction),0.0044551655,0.0047711567,0.9028536,phase1/10x_tiles/cw13-0/0/0/35.jpg,[580 1128 256 256],0,NP4,0,0,0,1,0,0
133,phase1/blobs/cw15-29/cw15-29_1_34_0.jpg,NA (prediction),0.0017075228,0.0037435563,0.89485747,phase1/10x_tiles/cw15-29/0/1/34.jpg,[364 0 256 256],0,NP4,0,0,0,1,0,0
134,phase1/blobs/cw13-0/cw13-0_28_42_18.jpg,NA (prediction),0.0029325304,0.0034392348,0.9011484,phase1/10x_tiles/cw13-0/0/28/42.jpg,[0 390 256 256],0,NP4,0,0,0,1,0,0
135,phase1/blobs/cw17-3/cw17-3_10_10_17.jpg,NP4,0.0,1.0,0.0,phase1/10x_tiles/cw17-3/0/10/10.jpg,[919 595 256 256],90,None (label),0,1,0,0,0,0
136,phase1/blobs/8-3_UTSW_temporal_6E10/8-3_UTSW_temporal_6E10_10_13_6.jpg,NA (prediction),0.98325586,0.71789575,4.218188e-06,phase1/10x_tiles/8-3_UTSW_temporal_6E10/0/10/13.jpg,[657 213 256 256],0,consensus_of_2,0,1,0,0,0,0
137,phase1/blobs/NA46UCDtemporalgyri _4G8/NA46UCDtemporalgyri _4G8_3_17_5.jpg,NP4,1.0,0.0,0.0,phase1/10x_tiles/NA46UCDtemporalgyri _4G8/0/3/17.jpg,[ 91 414 256 256],180,None (label),1,0,0,0,0,0
138,phase1/blobs/NA27UCDtemporalgyri _4G8/NA27UCDtemporalgyri _4G8_23_19_30.jpg,NA (prediction),0.1159889,0.9053318,0.5944212,phase1/10x_tiles/NA27UCDtemporalgyri _4G8/0/23/19.jpg,[521 710 256 256],0,consensus_of_2,0,1,0,0,1,0
139,phase1/blobs/NA15UCDtemporalgyri _4G8/NA15UCDtemporalgyri _4G8_18_8_4.jpg,NA (prediction),0.9331501,0.77310014,0.004928517,phase1/10x_tiles/NA15UCDtemporalgyri _4G8/0/18/8.jpg,[503 0 256 256],0,consensus_of_2,0,0,0,1,0,0
140,phase1/blobs/8-3_UTSW_temporal_6E10/8-3_UTSW_temporal_6E10_8_27_38.jpg,NA (prediction),0.00014238054,0.99983287,0.08205174,phase1/10x_tiles/8-3_UTSW_temporal_6E10/0/8/27.jpg,[826 816 256 256],0,NP4,0,1,0,0,0,0
141,phase1/blobs/24-3_UTSW_temporal_6E10/24-3_UTSW_temporal_6E10_12_19_13.jpg,NP4,1.0,0.0,0.0,phase1/10x_tiles/24-3_UTSW_temporal_6E10/0/12/19.jpg,[1280  477  256  256],180,None (label),1,1,0,0,1,0
142,phase1/blobs/NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_7_25_8.jpg,NA (prediction),0.0008969186999999998,0.3553194000000001,0.09194641,phase1/10x_tiles/NA28UCDtemporalgyri _4G8/0/7/25.jpg,[1171 165 256 256],0,consensus_of_2,0,0,0,1,0,0
143,phase1/blobs/NA7UCDtemporalgyri _4G8/NA7UCDtemporalgyri _4G8_6_19_2.jpg,NA (prediction),2.1440871e-06,0.014451968,0.99838126,phase1/10x_tiles/NA7UCDtemporalgyri _4G8/0/6/19.jpg,[1141 407 256 256],0,consensus_of_2,0,0,1,0,0,0
144,phase1/blobs/44-3_UTSW_temporal_6E10/44-3_UTSW_temporal_6E10_2_9_29.jpg,NP4,1.0,0.0,0.0,phase1/10x_tiles/44-3_UTSW_temporal_6E10/0/2/9.jpg,[861 344 256 256],0,None (label),0,1,0,0,1,0
145,phase1/blobs/cw15-12/cw15-12_28_40_51.jpg,NA (prediction),0.002540357,4.949155e-05,0.9962345,phase1/10x_tiles/cw15-12/0/28/40.jpg,[196 120 256 256],0,consensus_of_2,0,0,0,1,0,1
146,phase1/blobs/NA19UCDtemporalgyri _4G8/NA19UCDtemporalgyri _4G8_18_17_1.jpg,NP4,1.0,0.0,0.0,phase1/10x_tiles/NA19UCDtemporalgyri _4G8/0/18/17.jpg,[972   0 256 256],180,None (label),1,0,0,0,1,0
147,phase1/blobs/NA23UCDtemporalgyri _4G8/NA23UCDtemporalgyri _4G8_6_28_19.jpg,NA (prediction),0.002863739,0.0006707592,0.92113954,phase1/10x_tiles/NA23UCDtemporalgyri _4G8/0/6/28.jpg,[621 0 256 256],0,consensus_of_2,0,0,0,0,0,1
148,phase1/blobs/20-3_UTSW_temporal_6E10/20-3_UTSW_temporal_6E10_2_13_4.jpg,NP4,0.0,0.0,1.0,phase1/10x_tiles/20-3_UTSW_temporal_6E10/0/2/13.jpg,[784 224 256 256],90,None (label),0,0,1,0,1,0
149,phase1/blobs/NA6UCDtemporalgyri _4G8/NA6UCDtemporalgyri _4G8_15_33_33.jpg,NP4,1.0,0.0,0.0,phase1/10x_tiles/NA6UCDtemporalgyri _4G8/0/15/33.jpg,[1280 1259  256  256],180,None (label),0,1,0,0,0,0
150,phase1/blobs/NA19UCDtemporalgyri _4G8/NA19UCDtemporalgyri _4G8_10_5_27.jpg,consensus_of_2,2.0,2.0,0.0,phase1/10x_tiles/NA19UCDtemporalgyri _4G8/0/10/5.jpg,[ 366 1280  256  256],180,None (label),1,0,0,0,0,0
151,phase1/blobs/NA27UCDtemporalgyri _4G8/NA27UCDtemporalgyri _4G8_2_6_5.jpg,NA (prediction),0.9995109,0.025163168,5.2111886e-08,phase1/10x_tiles/NA27UCDtemporalgyri _4G8/0/2/6.jpg,[898 135 256 256],0,NP4,1,0,0,0,0,0
152,phase1/blobs/cw15-29/cw15-29_26_17_29.jpg,NA (prediction),0.004008783,0.023333095,0.90311444,phase1/10x_tiles/cw15-29/0/26/17.jpg,[514 568 256 256],0,NP4,0,0,0,1,0,0
153,phase1/blobs/cw17-32/cw17-32_17_23_17.jpg,consensus_of_2,4.0,1.0,0.0,phase1/10x_tiles/cw17-32/0/17/23.jpg,[1275 1280  256  256],180,None (label),0,1,0,0,0,0
154,phase1/blobs/NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_7_10_57.jpg,NA (prediction),0.8193289,0.97588354,4.7190566e-05,phase1/10x_tiles/NA37UCDtemporalgyri _4G8/0/7/10.jpg,[580 539 256 256],0,consensus_of_2,0,1,0,0,0,0
155,phase1/blobs/NA15UCDtemporalgyri _4G8/NA15UCDtemporalgyri _4G8_0_23_2.jpg,NA (prediction),0.0026486118,0.86571556,0.86032665,phase1/10x_tiles/NA15UCDtemporalgyri _4G8/0/0/23.jpg,[788 733 256 256],0,consensus_of_2,0,0,1,0,1,0
156,phase1/blobs/NA15UCDtemporalgyri _4G8/NA15UCDtemporalgyri _4G8_26_22_12.jpg,NA (prediction),0.9810379,0.35399774,2.726832e-06,phase1/10x_tiles/NA15UCDtemporalgyri _4G8/0/26/22.jpg,[1280 326 256 256],0,NP4,0,1,1,0,1,0
157,phase1/blobs/cw17-11/cw17-11_21_24_23.jpg,NP4,0.0,1.0,0.0,phase1/10x_tiles/cw17-11/0/21/24.jpg,[   0 1280  256  256],0,None (label),0,1,0,0,1,0
158,phase1/blobs/40-3_UTSW_temporal_6E10/40-3_UTSW_temporal_6E10_9_10_26.jpg,NA (prediction),0.90162694,0.9997329,0.0090717785,phase1/10x_tiles/40-3_UTSW_temporal_6E10/0/9/10.jpg,[703 873 256 256],0,NP4,0,1,0,0,0,0
159,phase1/blobs/NA15UCDtemporalgyri _4G8/NA15UCDtemporalgyri _4G8_3_30_0.jpg,NA (prediction),1.0,0.0015767923,1.6882529e-09,phase1/10x_tiles/NA15UCDtemporalgyri _4G8/0/3/30.jpg,[471 0 256 256],0,NP4,1,0,0,0,0,0
160,phase1/blobs/cw13-0/cw13-0_11_14_29.jpg,NA (prediction),0.014278262,0.004976824,0.9570156,phase1/10x_tiles/cw13-0/0/11/14.jpg,[666 16 256 256],0,NP4,0,0,1,0,1,0
161,phase1/blobs/NA23UCDtemporalgyri _4G8/NA23UCDtemporalgyri _4G8_7_29_24.jpg,NA (prediction),3.017538e-05,0.029917235,0.9996872,phase1/10x_tiles/NA23UCDtemporalgyri _4G8/0/7/29.jpg,[853 867 256 256],0,consensus_of_2,0,0,0,0,0,1
162,phase1/blobs/NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_15_6_34.jpg,NA (prediction),0.09032471,0.9992041,0.0035009857,phase1/10x_tiles/NA28UCDtemporalgyri _4G8/0/15/6.jpg,[710 1091 256 256],0,consensus_of_2,0,1,0,0,1,0
163,phase1/blobs/24-3_UTSW_temporal_6E10/24-3_UTSW_temporal_6E10_11_9_38.jpg,NP4,0.0,1.0,0.0,phase1/10x_tiles/24-3_UTSW_temporal_6E10/0/11/9.jpg,[506 741 256 256],270,None (label),0,1,0,0,0,0
164,phase1/blobs/NA23UCDtemporalgyri _4G8/NA23UCDtemporalgyri _4G8_5_12_58.jpg,NA (prediction),0.99999964,0.0039126584,1.5093505e-09,phase1/10x_tiles/NA23UCDtemporalgyri _4G8/0/5/12.jpg,[201 1230 256 256],0,consensus_of_2,1,0,0,0,0,0
165,phase1/blobs/cw15-29/cw15-29_2_8_1.jpg,NA (prediction),0.00034347660000000004,0.00022525156000000005,0.9884856,phase1/10x_tiles/cw15-29/0/2/8.jpg,[49 0 256 256],0,NP4,0,0,0,1,0,0
166,phase1/blobs/17-3_UTSW_temporal_6E10/17-3_UTSW_temporal_6E10_12_28_41.jpg,NA (prediction),0.8679661,0.5587543,5.4424163e-08,phase1/10x_tiles/17-3_UTSW_temporal_6E10/0/12/28.jpg,[196 1085 256 256],0,NP4,0,1,0,0,1,0
167,phase1/blobs/cw15-12/cw15-12_10_0_25.jpg,NA (prediction),0.015887383,0.039709214,0.8382886999999999,phase1/10x_tiles/cw15-12/0/10/0.jpg,[176 363 256 256],0,NP4,0,0,0,1,0,0
168,phase1/blobs/44-3_UTSW_temporal_6E10/44-3_UTSW_temporal_6E10_10_15_5.jpg,consensus_of_2,2.0,3.0,0.0,phase1/10x_tiles/44-3_UTSW_temporal_6E10/0/10/15.jpg,[  0 886 256 256],0,None (label),0,1,0,0,0,0
169,phase1/blobs/8-3_UTSW_temporal_6E10/8-3_UTSW_temporal_6E10_14_29_1.jpg,NA (prediction),0.00014191047,0.02048404,0.9916244,phase1/10x_tiles/8-3_UTSW_temporal_6E10/0/14/29.jpg,[307 384 256 256],0,NP4,0,0,1,0,0,0
170,phase1/blobs/NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_23_17_24.jpg,NA (prediction),0.22489233,0.99954444,0.0017792365,phase1/10x_tiles/NA28UCDtemporalgyri _4G8/0/23/17.jpg,[760 460 256 256],0,consensus_of_2,0,1,0,0,1,0
171,phase1/blobs/cw17-32/cw17-32_27_20_51.jpg,NP4,0.0,1.0,0.0,phase1/10x_tiles/cw17-32/0/27/20.jpg,[1266 1280  256  256],180,None (label),0,1,0,0,1,0
172,phase1/blobs/cw18-33/cw18-33_7_27_9.jpg,NP4,1.0,1.0,0.0,phase1/10x_tiles/cw18-33/0/7/27.jpg,[1058  160  256  256],270,None (label),0,1,0,0,0,0
173,phase1/blobs/8-3_UTSW_temporal_6E10/8-3_UTSW_temporal_6E10_6_20_23.jpg,NA (prediction),0.00010773721000000003,0.011394755,0.9999993,phase1/10x_tiles/8-3_UTSW_temporal_6E10/0/6/20.jpg,[1099 1193 256 256],0,consensus_of_2,0,0,1,0,1,0
174,phase1/blobs/44-3_UTSW_temporal_6E10/44-3_UTSW_temporal_6E10_5_4_22.jpg,NP4,0.0,1.0,0.0,phase1/10x_tiles/44-3_UTSW_temporal_6E10/0/5/4.jpg,[1093  938  256  256],180,None (label),0,1,0,0,1,0
175,phase1/blobs/25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_13_2_31.jpg,consensus_of_2,0.0,5.0,0.0,phase1/10x_tiles/25-3_UTSW_temporal_6E10/0/13/2.jpg,[615 724 256 256],180,None (label),0,1,0,0,0,0
176,phase1/blobs/8-3_UTSW_temporal_6E10/8-3_UTSW_temporal_6E10_15_32_23.jpg,NA (prediction),0.99917895,0.8965581,3.2680662e-05,phase1/10x_tiles/8-3_UTSW_temporal_6E10/0/15/32.jpg,[0 538 256 256],0,consensus_of_2,0,1,0,0,0,0
177,phase1/blobs/NA15UCDtemporalgyri _4G8/NA15UCDtemporalgyri _4G8_17_8_12.jpg,NA (prediction),0.91186947,0.55466604,0.000106147294,phase1/10x_tiles/NA15UCDtemporalgyri _4G8/0/17/8.jpg,[45 255 256 256],0,NP4,0,0,0,1,0,0
178,phase1/blobs/cw18-33/cw18-33_8_34_0.jpg,NP4,1.0,0.0,0.0,phase1/10x_tiles/cw18-33/0/8/34.jpg,[  0   0 256 256],90,None (label),1,0,0,0,0,1
179,phase1/blobs/cw15-29/cw15-29_3_31_76.jpg,NA (prediction),0.046209887000000005,0.48039702,0.1507654,phase1/10x_tiles/cw15-29/0/3/31.jpg,[288 736 256 256],0,consensus_of_2,0,0,0,1,0,0
180,phase1/blobs/NA26UCDtemporalgyri _4G8/NA26UCDtemporalgyri _4G8_10_23_18.jpg,NP4,0.0,1.0,0.0,phase1/10x_tiles/NA26UCDtemporalgyri _4G8/0/10/23.jpg,[533 746 256 256],180,None (label),0,1,0,0,0,0
181,phase1/blobs/NA23UCDtemporalgyri _4G8/NA23UCDtemporalgyri _4G8_14_4_27.jpg,NA (prediction),0.9999912,0.0067793540000000005,7.8626124e-07,phase1/10x_tiles/NA23UCDtemporalgyri _4G8/0/14/4.jpg,[1005 589 256 256],0,NP4,1,0,0,0,0,0
182,phase1/blobs/NA22UCDtemporalgyri _4G8/NA22UCDtemporalgyri _4G8_26_5_17.jpg,NP4,1.0,0.0,0.0,phase1/10x_tiles/NA22UCDtemporalgyri _4G8/0/26/5.jpg,[ 491 1256  256  256],0,None (label),0,1,0,0,0,0
183,phase1/blobs/cw18-48/cw18-48_29_34_126.jpg,NA (prediction),0.006190869,0.0061308853000000005,0.72265214,phase1/10x_tiles/cw18-48/0/29/34.jpg,[0 199 256 256],0,NP4,0,0,0,1,0,0
184,phase1/blobs/cw17-32/cw17-32_13_28_42.jpg,consensus_of_2,1.0,4.0,0.0,phase1/10x_tiles/cw17-32/0/13/28.jpg,[944 972 256 256],90,None (label),0,1,0,0,1,0
185,phase1/blobs/NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_9_29_7.jpg,NA (prediction),0.97346956,0.88514674,0.0008108562299999999,phase1/10x_tiles/NA28UCDtemporalgyri _4G8/0/9/29.jpg,[0 781 256 256],0,consensus_of_2,0,1,0,0,0,0
186,phase1/blobs/cw17-34/cw17-34_6_7_27.jpg,consensus_of_2,4.0,2.0,0.0,phase1/10x_tiles/cw17-34/0/6/7.jpg,[ 371 1118  256  256],90,None (label),1,1,0,0,1,0
187,phase1/blobs/cw17-32/cw17-32_28_8_34.jpg,consensus_of_2,0.0,5.0,0.0,phase1/10x_tiles/cw17-32/0/28/8.jpg,[1178  673  256  256],270,None (label),0,1,0,0,0,0
188,phase1/blobs/NA15UCDtemporalgyri _4G8/NA15UCDtemporalgyri _4G8_15_24_7.jpg,NA (prediction),0.90190816,0.0998197,4.980776e-06,phase1/10x_tiles/NA15UCDtemporalgyri _4G8/0/15/24.jpg,[238 519 256 256],0,NP4,0,0,0,1,0,0
189,phase1/blobs/8-3_UTSW_temporal_6E10/8-3_UTSW_temporal_6E10_13_33_22.jpg,NA (prediction),0.97715956,0.9443388,5.0614162000000015e-06,phase1/10x_tiles/8-3_UTSW_temporal_6E10/0/13/33.jpg,[1280 851 256 256],0,consensus_of_2,0,1,0,0,1,0
190,phase1/blobs/47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_6_32_2.jpg,consensus_of_2,2.0,3.0,0.0,phase1/10x_tiles/47-3_UTSW_temporal_6E10/0/6/32.jpg,[508  19 256 256],0,None (label),0,1,0,0,0,0
191,phase1/blobs/cw17-3/cw17-3_11_43_15.jpg,NP4,0.0,0.0,1.0,phase1/10x_tiles/cw17-3/0/11/43.jpg,[ 547 1280  256  256],90,None (label),0,0,1,0,1,0
192,phase1/blobs/NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_26_39_28.jpg,NA (prediction),0.002700037,0.9616345,0.9995881,phase1/10x_tiles/NA28UCDtemporalgyri _4G8/0/26/39.jpg,[870 1038 256 256],0,NP4,0,1,0,0,1,0
193,phase1/blobs/20-3_UTSW_temporal_6E10/20-3_UTSW_temporal_6E10_15_11_9.jpg,consensus_of_2,0.0,4.0,0.0,phase1/10x_tiles/20-3_UTSW_temporal_6E10/0/15/11.jpg,[ 570 1218  256  256],90,None (label),0,1,0,0,0,0
194,phase1/blobs/NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_26_15_6.jpg,NA (prediction),0.09767259,0.08116699,0.930806,phase1/10x_tiles/NA28UCDtemporalgyri _4G8/0/26/15.jpg,[929 343 256 256],0,NP4,0,0,0,0,0,1
195,phase1/blobs/17-3_UTSW_temporal_6E10/17-3_UTSW_temporal_6E10_16_9_42.jpg,NA (prediction),1.0,0.08696117,1.2811859e-10,phase1/10x_tiles/17-3_UTSW_temporal_6E10/0/16/9.jpg,[645 758 256 256],0,NP4,1,0,0,0,0,0
196,phase1/blobs/cw15-29/cw15-29_2_6_30.jpg,NA (prediction),0.03289204,0.017842053,0.4235726,phase1/10x_tiles/cw15-29/0/2/6.jpg,[1280 925 256 256],0,NP4,0,0,0,1,0,0
197,phase1/blobs/NA15UCDtemporalgyri _4G8/NA15UCDtemporalgyri _4G8_2_28_6.jpg,NA (prediction),0.9954963,0.27616766,2.6239572000000004e-06,phase1/10x_tiles/NA15UCDtemporalgyri _4G8/0/2/28.jpg,[527 1280 256 256],0,consensus_of_2,0,1,0,0,0,0
198,phase1/blobs/25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_10_0_8.jpg,consensus_of_2,0.0,5.0,0.0,phase1/10x_tiles/25-3_UTSW_temporal_6E10/0/10/0.jpg,[1280  755  256  256],180,None (label),0,1,0,0,1,0
199,phase1/blobs/NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_15_4_21.jpg,NA (prediction),0.9546119,0.9809848,0.00034133098,phase1/10x_tiles/NA37UCDtemporalgyri _4G8/0/15/4.jpg,[1121 708 256 256],0,NP4,0,1,0,0,0,0
200,phase1/blobs/NA15UCDtemporalgyri _4G8/NA15UCDtemporalgyri _4G8_14_31_1.jpg,NA (prediction),0.6184639000000001,0.0028402226,0.9359325,phase1/10x_tiles/NA15UCDtemporalgyri _4G8/0/14/31.jpg,[1280 0 256 256],0,consensus_of_2,0,0,0,0,0,1
201,phase1/blobs/NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_12_27_46.jpg,NA (prediction),0.99962234,0.04567019,8.127530600000002e-07,phase1/10x_tiles/NA28UCDtemporalgyri _4G8/0/12/27.jpg,[1280 614 256 256],0,NP4,0,1,0,0,1,0
