,tilename,UG1,UG2,NP1,NP2,NP3,NP4,NP5
51,8-3_UTSW_temporal_6E10/8-3_UTSW_temporal_6E10_13_33_22.jpg,"(0.06380562484264374, 0.9918940663337708, 0.03453812748193741)","(0.8300842642784119, 0.8011573553085327, 9.889664215734228e-05)","(0.9668300151824951, 0.1131485104560852, 2.3105627406039275e-05)","(0.8704328536987305, 0.4900369942188263, 1.0280940841767006e-05)","(0.6544327735900879, 0.6792359352111816, 2.980520363848882e-08)","(0.03207480534911156, 0.9993656277656555, 0.017944172024726868)","(0.6933150887489319, 0.6302486062049866, 0.002761242678388953)"
52,NA15UCDtemporalgyri _4G8/NA15UCDtemporalgyri _4G8_2_28_6.jpg,"(0.5126470923423767, 0.7730141282081604, 4.118934612051817e-06)","(0.9880934357643127, 0.06039314717054367, 8.91288323146e-08)","(0.9865781664848328, 0.4684647023677826, 2.714302382855749e-08)","(0.7383628487586975, 0.628426730632782, 3.122612497463706e-07)","(0.9675145149230957, 0.6084933280944824, 3.506814891807153e-07)","(0.9999138116836548, 0.2587911784648895, 2.3379273517143417e-10)","(0.2540053427219391, 0.9367363452911377, 2.0400193534442224e-05)"
53,NA15UCDtemporalgyri _4G8/NA15UCDtemporalgyri _4G8_14_31_1.jpg,"(0.006065680645406246, 0.0012008104240521789, 0.9999351501464844)","(4.905989771941677e-05, 0.03415406122803688, 0.9630951881408691)","(0.00022723567963112146, 5.874449561815709e-05, 0.9982799291610718)","(0.0028181818779557943, 0.0010989068541675806, 0.9852781891822815)","(3.193585143890232e-05, 0.09846959263086319, 0.9999667406082153)","(0.1287260353565216, 0.408154159784317, 0.9609483480453491)","(0.0004710401117336005, 0.8083886504173279, 0.996600329875946)"
54,cw18-48/cw18-48_24_33_0.jpg,"(0.44037535786628723, 0.12557466328144073, 9.506734932074323e-05)","(0.2697364091873169, 0.17717936635017395, 0.0018263289239257574)","(0.2821064591407776, 0.1454838514328003, 0.0015740973176434636)","(0.3569234609603882, 0.4071614146232605, 5.962221621302888e-05)","(0.07570534199476242, 0.13102661073207855, 0.08520284295082092)","(0.003440423170104623, 0.6711267232894897, 0.23639966547489166)","(0.82440584897995, 0.11023032665252686, 0.01847766898572445)"
55,cw18-48/cw18-48_28_29_23.jpg,"(9.576101001584902e-05, 0.009026363492012024, 0.9991874098777771)","(0.00020091277838218957, 2.976928408315871e-05, 0.989213764667511)","(2.666595491973567e-06, 2.9702527172048576e-05, 0.9956705570220947)","(3.540450052241795e-05, 4.261584035702981e-05, 0.797278881072998)","(1.915440043376293e-05, 0.0002689227112568915, 0.99944669008255)","(0.0027284095995128155, 0.018584106117486954, 0.9979670643806458)","(0.00017878554353956133, 0.015697253867983818, 0.9999585151672363)"
56,NA15UCDtemporalgyri _4G8/NA15UCDtemporalgyri _4G8_4_5_2.jpg,"(0.00021161157928872854, 0.07983548939228058, 0.999875545501709)","(3.228176501579583e-05, 0.023384863510727882, 0.9712698459625244)","(0.00016915459127631038, 0.2374407798051834, 0.023457173258066177)","(0.0006122890627011657, 0.0012023486196994781, 0.00015684979734942317)","(4.5414537453325465e-05, 0.0015669397544115782, 0.9133119583129883)","(0.04345991834998131, 0.6789220571517944, 0.03685880824923515)","(1.6204551229748176e-06, 0.24215157330036163, 0.983082115650177)"
57,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_15_27_17.jpg,"(0.5546523928642273, 0.9224641919136047, 3.384750380064361e-05)","(0.1726459562778473, 0.8517231941223145, 0.005523399915546179)","(0.5997692346572876, 0.9941017031669617, 4.1261528167524375e-06)","(0.15914781391620636, 0.2122107744216919, 5.169041287444998e-06)","(0.9475526809692383, 0.2569606304168701, 1.4748993635294028e-05)","(0.3010783791542053, 0.6296493411064148, 0.004036618396639824)","(0.8089591860771179, 0.8176268935203552, 0.0002403340331511572)"
58,40-3_UTSW_temporal_6E10/40-3_UTSW_temporal_6E10_11_23_35.jpg,"(0.9967825412750244, 0.3604840338230133, 0.0021370090544223785)","(0.9999991655349731, 0.11583063006401062, 1.518515659881814e-07)","(0.9999537467956543, 0.11434426158666611, 3.658444484244683e-06)","(0.996849000453949, 0.29773736000061035, 6.100303835410159e-06)","(0.9999234676361084, 0.12894229590892792, 1.2763904351231758e-06)","(0.9999977350234985, 0.9842118620872498, 7.77661512074701e-07)","(0.991775631904602, 0.45902207493782043, 2.0031970052514225e-05)"
59,17-3_UTSW_temporal_6E10/17-3_UTSW_temporal_6E10_4_9_15.jpg,"(0.9486115574836731, 0.8586569428443909, 0.00804892648011446)","(0.9727634191513062, 0.5833340287208557, 5.625949052046053e-05)","(0.8486378788948059, 0.971724808216095, 0.00016375329869333655)","(0.8422762155532837, 0.8771830797195435, 0.00010190941975452006)","(0.6201465129852295, 0.9427680969238281, 1.3651795597979799e-05)","(0.6992182731628418, 0.9995749592781067, 0.001403801841661334)","(0.893051266670227, 0.8599874973297119, 0.00028140126960352063)"
60,NA23UCDtemporalgyri _4G8/NA23UCDtemporalgyri _4G8_9_24_24.jpg,"(0.0599769726395607, 0.15149743854999542, 0.16657215356826782)","(0.0006217382033355534, 0.8084294199943542, 0.41951867938041687)","(0.0003947880177292973, 0.2765550911426544, 0.07386253774166107)","(3.542844933690503e-05, 0.10201357305049896, 0.1047951728105545)","(7.535735494457185e-05, 0.05307336151599884, 0.8512703776359558)","(0.0010970148723572493, 0.9510344862937927, 0.3583142161369324)","(0.0033667325042188168, 0.7394905686378479, 0.2185026854276657)"
61,8-3_UTSW_temporal_6E10/8-3_UTSW_temporal_6E10_15_34_0.jpg,"(0.2545239329338074, 0.7475890517234802, 0.013088321313261986)","(0.3003632426261902, 0.356364369392395, 0.07329557090997696)","(0.4358242452144623, 0.42860516905784607, 0.0020701312460005283)","(0.10446817427873611, 0.6011859178543091, 0.0006528037483803928)","(0.17786583304405212, 0.6932300925254822, 0.0050641936250030994)","(0.008829940110445023, 0.8161379098892212, 0.16890989243984222)","(0.4272431433200836, 0.3177189826965332, 0.011098453775048256)"
62,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_6_29_12.jpg,"(0.041679613292217255, 0.9702841639518738, 0.008189753629267216)","(0.005197202321141958, 0.04331675544381142, 0.16691748797893524)","(0.168598011136055, 0.6386767625808716, 0.0020582559518516064)","(0.010975010693073273, 0.021027587354183197, 6.771600169486192e-07)","(0.3014821410179138, 0.06489188224077225, 0.14302541315555573)","(0.010201632045209408, 0.22433975338935852, 0.0013265578309074044)","(0.1713114231824875, 0.5860051512718201, 0.0027334573678672314)"
63,cw15-29/cw15-29_2_6_22.jpg,"(0.0005014643538743258, 0.21165138483047485, 0.9994974136352539)","(0.042352914810180664, 0.0038165964651852846, 0.3808298408985138)","(0.011058568023145199, 0.0001539192016934976, 0.23159362375736237)","(7.982638635439798e-06, 0.0010335211409255862, 0.617698073387146)","(0.00015093166439328343, 0.0015426970785483718, 0.3862903118133545)","(0.00674052769318223, 0.005676592700183392, 0.9970577955245972)","(3.111825890300679e-06, 0.0003457105194684118, 0.9996904134750366)"
64,NA27UCDtemporalgyri _4G8/NA27UCDtemporalgyri _4G8_13_14_53.jpg,"(0.5934767723083496, 0.9972596168518066, 3.6682649806607515e-05)","(0.9197520613670349, 0.9372502565383911, 2.3486302325181896e-07)","(0.7986652851104736, 0.9993898868560791, 4.157139343874405e-08)","(0.7606698870658875, 0.9824522733688354, 1.4408465176529717e-06)","(0.9548675417900085, 0.9874491691589355, 4.906938855242515e-08)","(0.7683654427528381, 0.9999032020568848, 2.0782536012120545e-06)","(0.9752833247184753, 0.9542020559310913, 4.293407585009845e-07)"
65,17-3_UTSW_temporal_6E10/17-3_UTSW_temporal_6E10_9_12_37.jpg,"(0.1823442578315735, 0.8027626276016235, 0.1618836224079132)","(0.7637821435928345, 0.9298121333122253, 0.0014579353155568242)","(0.8607344627380371, 0.987644374370575, 7.90895355748944e-05)","(0.04654204845428467, 0.6010234355926514, 0.0009046252234838903)","(0.37637442350387573, 0.4536118805408478, 0.0003615391906350851)","(0.33002346754074097, 0.9960700273513794, 0.0012127968948334455)","(0.43839922547340393, 0.8923254609107971, 0.0012628849362954497)"
66,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_21_15_6.jpg,"(0.12169548124074936, 0.9952319264411926, 0.00034136761678382754)","(0.23504675924777985, 0.9936256408691406, 3.7053039704915136e-05)","(0.020203957334160805, 0.9999028444290161, 7.513492164434865e-05)","(0.043159984052181244, 0.8321933746337891, 1.2992264601052739e-05)","(0.10526761412620544, 0.996085524559021, 1.5638521290384233e-05)","(0.0011768557596951723, 0.9999803304672241, 0.00041412003338336945)","(0.5469430685043335, 0.9912448525428772, 0.0012079201405867934)"
67,cw18-48/cw18-48_21_33_10.jpg,"(0.07951124757528305, 0.124430812895298, 0.9860025644302368)","(0.00033804483246058226, 0.5847440958023071, 0.03413188457489014)","(0.00012564731878228486, 0.0003165084053762257, 0.9941668510437012)","(0.0003007863415405154, 0.06469941139221191, 0.8505960702896118)","(0.00011830991570604965, 0.001602468197233975, 0.9957119226455688)","(3.0189370590960607e-05, 0.09798412024974823, 0.9846447110176086)","(9.016849617182743e-06, 0.4391826391220093, 0.9999570846557617)"
68,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_22_11_63.jpg,"(0.9998056292533875, 0.10513556748628616, 2.4194936486310326e-05)","(0.9999512434005737, 0.1926434338092804, 1.841485541831389e-08)","(0.997780978679657, 0.2387385219335556, 5.747448312831693e-07)","(0.9965270161628723, 0.14739903807640076, 8.427803521726673e-08)","(0.9996973276138306, 0.03468169644474983, 1.0461957344887196e-07)","(0.9885571002960205, 0.806084156036377, 1.2925183909828775e-05)","(0.999707043170929, 0.1142984926700592, 1.1549668954558001e-07)"
69,8-3_UTSW_temporal_6E10/8-3_UTSW_temporal_6E10_15_25_0.jpg,"(0.0008441820391453803, 0.09828467667102814, 0.9871642589569092)","(0.0006143322680145502, 0.011259324848651886, 0.9892522692680359)","(2.0130193661316298e-05, 0.10708402842283249, 0.9962402582168579)","(1.5752102626720443e-06, 0.000105328879726585, 0.9998095631599426)","(6.624258094234392e-05, 0.010595563799142838, 0.9901053309440613)","(0.0006318968371488154, 0.554740846157074, 0.7383702397346497)","(4.8562183110334445e-06, 0.004176012706011534, 0.9999552965164185)"
70,NA7UCDtemporalgyri _4G8/NA7UCDtemporalgyri _4G8_5_14_0.jpg,"(0.0007920464850030839, 0.0712844505906105, 0.9876435995101929)","(0.0008189630461856723, 0.11033622175455093, 0.05323190614581108)","(0.0011638569412752986, 0.8367031216621399, 0.021605145186185837)","(0.0008207567152567208, 0.0013809141237288713, 1.934674037329387e-05)","(0.0003346481535118073, 0.00913727842271328, 0.5966944098472595)","(0.8496712446212769, 0.0019814332481473684, 0.05662322789430618)","(0.00013785350893158466, 0.13986964523792267, 0.5606215596199036)"
71,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_7_27_2.jpg,"(0.6459178924560547, 0.9056859016418457, 0.004038392566144466)","(0.06209235638380051, 0.9203883409500122, 0.0015861464198678732)","(0.044443365186452866, 0.9911187291145325, 0.002945119282230735)","(0.13652081787586212, 0.8986414670944214, 0.07500296831130981)","(0.9290323853492737, 0.3860454857349396, 2.1786889192298986e-05)","(0.8649463653564453, 0.9226452708244324, 7.022218778729439e-05)","(0.684613823890686, 0.7324999570846558, 0.00248361355625093)"
72,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_17_23_26.jpg,"(0.950958788394928, 0.9986918568611145, 0.00015761230315547436)","(0.6042104959487915, 0.9996588230133057, 0.00019166726269759238)","(0.9228163361549377, 0.9998741149902344, 0.00019754935055971146)","(0.966030478477478, 0.9971392154693604, 6.515756467706524e-07)","(0.9928183555603027, 0.9999520778656006, 3.162338941820053e-07)","(0.35502249002456665, 0.9999992847442627, 7.623736746609211e-05)","(0.7244097590446472, 0.9915905594825745, 1.3583823601948097e-05)"
73,NA27UCDtemporalgyri _4G8/NA27UCDtemporalgyri _4G8_23_18_50.jpg,"(0.8529926538467407, 0.8694391250610352, 2.9528730465244735e-06)","(0.7282726764678955, 0.4686737656593323, 1.8328626538277604e-05)","(0.3071172535419464, 0.6529039740562439, 1.7210038549819728e-07)","(0.24725382030010223, 0.49796080589294434, 0.00020331937412265688)","(0.17747299373149872, 0.9493180513381958, 1.890796710313225e-07)","(0.8365072011947632, 0.8440501093864441, 1.3918133845436387e-07)","(0.042633846402168274, 0.9594796895980835, 0.004767211619764566)"
74,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_16_2_8.jpg,"(0.006917490623891354, 0.28280600905418396, 0.999658465385437)","(0.0075143142603337765, 0.018430346623063087, 0.06639651209115982)","(9.25392159842886e-05, 0.0008277090964838862, 0.9987651109695435)","(1.74095512193162e-05, 0.00042111537186428905, 0.9729257822036743)","(7.141675723687513e-06, 0.0006391080096364021, 0.9881267547607422)","(0.009033587761223316, 0.004173146560788155, 0.9951565861701965)","(1.0102254236699082e-05, 0.00025433406699448824, 0.9996771812438965)"
75,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_11_31_13.jpg,"(0.9991279244422913, 0.3119640648365021, 2.9056523999315687e-05)","(0.9893953204154968, 0.25789588689804077, 6.387280154740438e-05)","(0.9994496703147888, 0.07076052576303482, 9.318801517110842e-07)","(0.999453604221344, 0.039909642189741135, 2.82221577663222e-07)","(0.9902224540710449, 0.04261310026049614, 1.3827384464093484e-05)","(0.19347459077835083, 0.9837318658828735, 0.09076348692178726)","(0.9973199963569641, 0.1666821986436844, 2.630380549817346e-05)"
76,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_2_18_6.jpg,"(0.04015706107020378, 0.9945143461227417, 0.027273796498775482)","(0.060530658811330795, 0.9879729747772217, 0.00024564334307797253)","(0.1144777238368988, 0.9994009733200073, 0.0014867504360154271)","(0.5774624943733215, 0.9585204720497131, 2.4836903321556747e-05)","(0.10677396506071091, 0.9997212290763855, 3.072354957112111e-05)","(0.008799685165286064, 0.9999104738235474, 2.6281888494850136e-05)","(0.3113899827003479, 0.908088743686676, 0.00011045244900742546)"
77,NA27UCDtemporalgyri _4G8/NA27UCDtemporalgyri _4G8_16_26_14.jpg,"(0.9816494584083557, 0.7474479079246521, 0.0009350855252705514)","(0.8084962964057922, 0.9433600902557373, 0.00119025690946728)","(0.7257852554321289, 0.9950428009033203, 0.0004121479287277907)","(0.9820677042007446, 0.528428316116333, 9.988125384552404e-05)","(0.787937343120575, 0.9609169363975525, 1.5231572433549445e-05)","(0.844574511051178, 0.9993670582771301, 0.01214012410491705)","(0.18509313464164734, 0.9535073637962341, 0.001709506381303072)"
78,cw13-0/cw13-0_15_21_24.jpg,"(0.0011244285851716995, 0.0006217230693437159, 0.999659538269043)","(0.008819779381155968, 0.004217215813696384, 0.43983688950538635)","(5.574228453042451e-06, 6.52034068480134e-05, 0.9962834715843201)","(0.00019593402976170182, 0.007051261141896248, 0.7166975140571594)","(0.0008368801791220903, 3.3090072975028306e-05, 0.9648950099945068)","(0.047659557312726974, 0.001969178905710578, 0.6319484710693359)","(0.00016530360153410584, 0.0017743136268109083, 0.9959165453910828)"
79,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_16_11_12.jpg,"(0.4335576593875885, 0.8507289886474609, 6.119414319982752e-05)","(0.768673837184906, 0.7411452531814575, 0.0004850078548770398)","(0.8845944404602051, 0.7526519894599915, 1.4481779544439632e-05)","(0.91096031665802, 0.5358253717422485, 6.002230179547041e-07)","(0.8723098635673523, 0.4383789002895355, 1.6396943465224467e-06)","(0.542075514793396, 0.8874855041503906, 0.0007302694721147418)","(0.8350847363471985, 0.7068122625350952, 0.0003810698981396854)"
80,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_17_18_8.jpg,"(0.09332190454006195, 0.9853129982948303, 0.0015636681346222758)","(0.15462233126163483, 0.9944261312484741, 9.134657739195973e-05)","(0.027654461562633514, 0.997819185256958, 0.0005799739737994969)","(0.64986652135849, 0.7132529020309448, 3.389020548638655e-07)","(0.007138731889426708, 0.9995449185371399, 3.266157364123501e-06)","(0.00021770378225483, 0.9999932050704956, 0.001616361434571445)","(0.1739119440317154, 0.9563173055648804, 1.06572160802898e-05)"
81,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_8_28_5.jpg,"(0.00012917059939354658, 0.007873722352087498, 0.9999984502792358)","(0.00047054424067027867, 0.005579215940088034, 0.3276841342449188)","(0.005297734402120113, 0.0033814941998571157, 0.09012799710035324)","(5.145586783328326e-07, 5.241636245045811e-05, 0.8063333034515381)","(8.431595688307425e-07, 0.00011177879059687257, 0.8492915630340576)","(0.0004993150942027569, 0.007913444191217422, 0.9754719138145447)","(2.533523365855217e-05, 0.005826225969940424, 0.9998742341995239)"
82,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_23_33_23.jpg,"(0.21911592781543732, 0.8108123540878296, 0.004444831516593695)","(0.43057525157928467, 0.7763760089874268, 4.896915470453678e-06)","(0.9611021280288696, 0.5408505201339722, 0.0004200648982077837)","(0.9887735247612, 0.3737136721611023, 6.702654786749918e-08)","(0.8647223711013794, 0.6821024417877197, 6.0664533521048725e-05)","(0.1616249978542328, 0.6068365573883057, 0.00020585660240612924)","(0.714187741279602, 0.790678083896637, 0.0002112757065333426)"
83,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_7_27_11.jpg,"(0.4557482898235321, 0.9677107334136963, 0.0010868965182453394)","(0.07849695533514023, 0.7599912881851196, 6.037263301550411e-05)","(0.023042716085910797, 0.9935483336448669, 0.0037255396600812674)","(0.04434569925069809, 0.9710540771484375, 0.11552741378545761)","(0.47714900970458984, 0.6939555406570435, 8.045650611165911e-05)","(0.7732365131378174, 0.6363330483436584, 4.334347522672033e-06)","(0.24690799415111542, 0.8633397817611694, 0.014081212691962719)"
84,NA7UCDtemporalgyri _4G8/NA7UCDtemporalgyri _4G8_4_3_1.jpg,"(9.559979662299156e-05, 0.0006936348509043455, 0.9999984502792358)","(3.439381907810457e-05, 0.00047432430437766016, 0.9956668615341187)","(5.453016456158366e-06, 0.0008727911044843495, 0.9833035469055176)","(6.396717822099163e-08, 7.274576637428254e-05, 0.8418495059013367)","(0.00016547454288229346, 0.001508165616542101, 0.999946117401123)","(8.571281796321273e-06, 0.1355210840702057, 0.9975813627243042)","(2.2188560251379386e-06, 0.0010045431554317474, 0.9996410608291626)"
85,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_7_25_25.jpg,"(7.326846389332786e-05, 0.1852932572364807, 0.9999997615814209)","(0.0018126174109056592, 0.033469654619693756, 0.014810002408921719)","(3.715062121045776e-05, 0.03227558732032776, 0.6301957964897156)","(0.00014158041449263692, 0.0019953525625169277, 0.7033627033233643)","(1.576156500959769e-05, 0.6444582939147949, 0.14614315330982208)","(0.0008451531175523996, 0.17350736260414124, 0.9849125146865845)","(4.78649553770083e-06, 0.0014840008225291967, 0.9976562261581421)"
